spotify_track_id,songid,performer,song,spotify_track_album,spotify_track_explicit,first_chart_appearance,peak_position,weeks_on_chart
6oP8Ps4asdwDGhQ59t6UFA,PainterLou Christie,Lou Christie,Painter,Lightnin’ Strikes: The Very Best Of The MGM Recordings,false,1966-06-25,98,5
5iDkKAJZxGaqIo4Z32ZbjD,(I Remember) Summer MorningVanity Fare,Vanity Fare,(I Remember) Summer Morning,Early in the Morning,false,1970-08-29,98,2
0EPHR89Nx5J0sBexA3HKXd,"Slipped, Tripped And Fell In LoveClarence Carter",Clarence Carter,"Slipped, Tripped And Fell In Love",Snatching It Back: The Best Of Clarence Carter,false,1971-08-07,98,5
4AHB3y7Ecw56p5Mj0oTahM,Come Live With MeRoy Clark,Roy Clark,Come Live With Me,The Best Of Roy Clark,false,1973-05-26,98,3
35zwqAY2glpqDm9PM5h9el,Silver Threads And Golden NeedlesLinda Ronstadt,Linda Ronstadt,Silver Threads And Golden Needles,Don't Cry Now,false,1974-04-06,98,7
2Si1AlKrg7SDYanGQuU67s,Don't It Make You Wanna Dance?Rusty Wier,Rusty Wier,Don't It Make You Wanna Dance?,Under My Hat (The Original Recordings - Digitally Remastered),false,1975-09-06,98,4
0ICuNLc9WmLldoXxMlVZFJ,SeasonsGrace Slick,Grace Slick,Seasons,Dreams,false,1980-04-19,98,2
6UHBjt96oD39bSyIxVkMAa,Spring LoveThe Cover Girls,The Cover Girls,Spring Love,Show Me,false,1987-08-01,98,1
5jlVndwOZVzbAfGVHtetDX,Break Ups 2 Make UpsMethod Man Featuring D'Angelo,Method Man Featuring D'Angelo,Break Ups 2 Make Ups,Tical 2000: Judgement Day,true,1999-02-27,98,2
09WvW0qYdG5ciPLGYOdT4z,StormLenny Kravitz Featuring Jay-Z,Lenny Kravitz Featuring Jay-Z,Storm,Storm,true,2004-08-28,98,1
5pRgsodSwssdCAEXnY1cg3,DowntownMrs. Miller,Mrs. Miller,Downtown,Wil,false,1966-04-30,98,4
2039TuukTehudI3eDnIlfb,Say Wonderful ThingsRonnie Carroll,Ronnie Carroll,Say Wonderful Things,Various Artists II,false,1963-06-08,99,4
18zKxJIMjdfHjAXMdTXdNJ,Ain't That Loving You (For More Reasons Than One)Isaac Hayes & David Porter,Isaac Hayes & David Porter,Ain't That Loving You (For More Reasons Than One),Isaac Hayes Sings For Lovers,false,1972-05-13,100,4
2fCHJ5paDTh3TJyiy4H3sS,Make Love To MeJohnny Thunder & Ruby Winters,Johnny Thunder & Ruby Winters,Make Love To Me,Golden Oldies,false,1967-04-15,96,1
3ufSi9aFa7Pec9jGa5wC7f,Greatest Time Of YearAly & AJ,Aly & AJ,Greatest Time Of Year,Acoustic Hearts Of Winter,false,2006-12-09,96,1
5u7o3wXWJI7AN1b9KIf3m8,LiquorChris Brown,Chris Brown,Liquor,Royalty (Deluxe Version),true,2015-09-12,96,17
0bux8uey9F2gKAY3OMCUFW,Jesus Is Just AlrightThe Byrds,The Byrds,Jesus Is Just Alright,Ballad Of Easy Rider,false,1970-02-07,97,1
1NRjLmipYrv39gWoqCl2w2,HeroNas Featuring Keri Hilson,Nas Featuring Keri Hilson,Hero,Nas,true,2008-08-02,97,1
3Mr6ofzF6ZuYiqHh8qNud3,On My OwnSamantha Barks,Samantha Barks,On My Own,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),false,2013-01-19,97,1
6i9vakbAAPjn7qEUv3BNos,If You Need MeFats Domino,Fats Domino,If You Need Me,They Call Me The Fat Man (The Legendary Imperial Recordings),false,1960-02-13,98,1
3IAhEm8TIChChdokqgG2US,FunnyGene McDaniels,Gene McDaniels,Funny,Tower Of Strength,false,1962-04-21,99,1
0AsLUbhdZkGn5ZIN3X81n2,Just Ain't Enough LoveEddie Holland,Eddie Holland,Just Ain't Enough Love,The Complete Motown Singles Vol. 4: 1964,false,1964-05-23,99,7
2yhhcHTfvLC0HzSajGYL0h,KeroseneMiranda Lambert,Miranda Lambert,Kerosene,Kerosene,false,2005-12-17,99,16
1fLlRApgzxWweF1JTf8yM5,Given UpLinkin Park,Linkin Park,Given Up,Minutes to Midnight,true,2007-06-02,99,1
7c8unZeNL9gI6Go9DgGYpb,Lost In ParadiseEvanescence,Evanescence,Lost In Paradise,Evanescence,false,2011-10-29,99,1
2Co8otif6KH0pIMwzNrIdf,It'll Never Be Over For MeBaby Washington,Baby Washington,It'll Never Be Over For Me,Only Those In Love,false,1964-11-28,100,2
4i7mbnAXwZDFCWLcPwiq6F,Greetings (This Is Uncle Sam)The Monitors,The Monitors,Greetings (This Is Uncle Sam),Greetings!... We're The Monitors,false,1966-04-16,100,1
6cKPKg0QjeY7K3F6EHgdg2,Help Me (Get Myself Back Together Again)The Spellbinders,The Spellbinders,Help Me (Get Myself Back Together Again),The Northern Soul Story Vol.1: The Twisted Wheel,false,1966-11-19,100,1
4Nx3qqb1GPGkbSljU6K13g,My Soul's Got A Hole In ItHoward Tate,Howard Tate,My Soul's Got A Hole In It,Reaction,false,1970-04-04,100,1
56eeKHIFT2Auvc5yfQmzav,I Miss You BabyMillie Jackson,Millie Jackson,I Miss You Baby,Millie Jackson,false,1972-12-09,100,4
13yEuYLJYxPCLJR0KNOqpk,HighJames Blunt,James Blunt,High,Back to Bedlam,false,2006-06-24,100,1
1a0BdV0rApAOX1nGOCxeSa,ExplosionsEllie Goulding,Ellie Goulding,Explosions,Halcyon Days,false,2014-03-01,100,1
4KpbopdresVvdhe0qUTmj6,Fly Away5 Seconds Of Summer,5 Seconds Of Summer,Fly Away,Sounds Good Feels Good (Deluxe),false,2015-09-05,100,1
15bIuGUsLwF0gxI48HKoEd,I'm To BlameKip Moore,Kip Moore,I'm To Blame,Wild Ones (Deluxe),false,2015-09-12,100,1
1gpSrGUfU3F9TOzPlEyLxH,Gotta Lotta2 Chainz Featuring Lil Wayne,2 Chainz Featuring Lil Wayne,Gotta Lotta,COLLEGROVE,true,2016-03-26,100,1
3sS03NvxbrVgFNZgvnR26k,Down That RoadAlisan Porter,Alisan Porter,Down That Road,The Complete Season 10 Collection (The Voice Performance),false,2016-06-11,100,1
2c8sgbZoEanC3QyFNZxUcA,FlexicutionLogic,Logic,Flexicution,Bobby Tarantino,true,2016-07-23,100,1
3tZs3nVjySLbL320lP4mvs,FocusH.E.R.,H.E.R.,Focus,H.E.R.,false,2018-04-14,100,1
1NhPKVLsHhFUHIOZ32QnS2,SecretsOneRepublic,OneRepublic,Secrets,Waking Up,false,2010-06-26,98,33
19OKWQPIupVomZOgBHvhV3,Take It On BackChase Bryant,Chase Bryant,Take It On Back,Chase Bryant,false,2015-01-17,98,8
5jyZPWZMltiZyh29JxeeP6,Out The SpeakersA-Trak + Milo & Otis Featuring Rich Kidz,A-Trak + Milo & Otis Featuring Rich Kidz,Out The Speakers,Out The Speakers,false,2015-02-21,98,1
2Q7HyvRr2lkoDcyD0rBrwz,Dear Hearts And Gentle PeopleThe Springfields,The Springfields,Dear Hearts And Gentle People,The Early Years Pop Hits Vol. 1,false,1962-11-03,99,3
47961iZtJPz2x1kCCAbhHl,Bye Bye BarbaraJohnny Mathis,Johnny Mathis,Bye Bye Barbara,The Global Singles and Unreleased,false,1964-02-01,99,7
4MRhEMGSsBTaBX8IBNCe1b,Come On Over To My PlaceThe Drifters,The Drifters,Come On Over To My Place,I'll Take You Where The Music's Playing,false,1965-04-24,99,5
7FmJekHUTWjaAzATpJpZeG,"Sweet, Sweet Lovin'The Platters",The Platters,"Sweet, Sweet Lovin'",16 Greatest Hits,false,1967-10-21,99,7
4shFFsEAF1j6RcI42EeNS8,Cross My HeartBilly Stewart,Billy Stewart,Cross My Heart,20th Century Masters: The Millennium Collection: Best Of Billy Stewart,false,1967-12-02,99,9
5olP9v3xgBpvJlhWU9DoxX,Black Berries - Pt 1The Isley Brothers,The Isley Brothers,Black Berries - Pt 1,The Brothers: Isley,false,1969-08-30,99,4
52tOzMAWa1MwjJtOQ8ZiwK,Tell Me WhyMatthews' Southern Comfort,Matthews' Southern Comfort,Tell Me Why,Later That Same Year,false,1971-10-16,99,2
2AEczTsHUKqbngBYlirrPV,Choo Choo MamaTen Years After,Ten Years After,Choo Choo Mama,Rock & Roll Music to the World,false,1972-12-16,99,6
55eqxcMFb92snDL5ays5Uf,A Mother For My ChildrenThe Whispers,The Whispers,A Mother For My Children,The Whispers: Greatest Hits,false,1974-02-09,99,4
1LyoNDoAVyWqHWZNAzFYnE,TexasThe Charlie Daniels Band,The Charlie Daniels Band,Texas,The Ultimate Charlie Daniels Band,false,1976-02-07,99,4
4jCWcK6PhbnzOCAFJEztUm,Sexual (Li Da Di)Amber,Amber,Sexual (Li Da Di),Amber,false,1999-07-17,99,29
3c4bJL7mARZvd387847GsC,PreciousDepeche Mode,Depeche Mode,Precious,Playing The Angel (U.S. Release),false,2005-10-29,99,3
3oJJ1dQBxiFYGMQSe2SluG,Rockin' That ThangThe-Dream,The-Dream,Rockin' That Thang,Love Vs Money,false,2009-01-03,99,20
0GtFgR54C5c6JMR998K6NT,Defying GravityGlee Cast,Glee Cast,Defying Gravity,Glee: The Musi,false,2009-11-21,99,3
1FRqLI971CD1QedTiJeL3c,All I Want For Christmas Is YouMichael Buble,Michael Buble,All I Want For Christmas Is You,Christmas (Deluxe Special Edition),false,2011-12-31,99,1
0zO8ctW0UiuOefR87OeJOZ,Collard GreensScHoolboy Q Featuring Kendrick Lamar,ScHoolboy Q Featuring Kendrick Lamar,Collard Greens,Oxymoron (Deluxe),true,2013-11-02,99,8
6AzCBeiDuUXGXjznBufswB,Stockholm SyndromeOne Direction,One Direction,Stockholm Syndrome,FOUR (Deluxe),false,2014-12-06,99,1
7pa2J8FSpn0Jg0FLKj9NV1,Shine OnSawyer Fredericks,Sawyer Fredericks,Shine On,The Complete Season 8 Collection (The Voice Performance),false,2015-05-23,99,1
4qakUkXLcVaGGCrOO0pFBK,BacktrackFaron Young,Faron Young,Backtrack,The Complete Capitol Hits Of Faron Young,false,1961-10-14,100,3
2WjI3iFrkA8c7jyQ7rhOMS,Shy GirlThe Cascades,The Cascades,Shy Girl,Rhythm Of The Rain,false,1963-04-27,100,4
0NHtbgj4l2RDAYIFLJyVnc,Spanish HarlemKing Curtis,King Curtis,Spanish Harlem,That Lovin' Feeling (Mono),false,1965-12-25,100,5
7FIcV2kEiO2mvvMbxU5Jkn,The Little Drummer BoyJohnny Cash,Johnny Cash,The Little Drummer Boy,The Christmas Spirit,false,1959-12-19,91,3
3JY8XOrpQwh217mZfraYs9,The Lord Knows I'm DrinkingCal Smith,Cal Smith,The Lord Knows I'm Drinking,Classic Country - Bar Room Favorites,false,1973-03-10,94,8
2MxQHDCRQUF9k3zBvwzFSv,The MillionaireDr. Hook,Dr. Hook,The Millionaire,Bankrupt,false,1975-08-23,99,5
1uq6hjdQvd3jHbM2ABPUyK,The Moon Was YellowFrank Sinatra,Frank Sinatra,The Moon Was Yellow,Moonlight Sinatra,false,1962-03-17,99,1
6iTps24cT4G4yiKnQ9Z5pn,The Most Beautiful WordsDella Reese,Della Reese,The Most Beautiful Words,Whatever Lola Wants,false,1961-02-04,81,5
4CGoNahcgmwPdesr6f5Tng,The Name Of The GameABBA,ABBA,The Name Of The Game,The Album,false,1977-12-24,82,16
3M51z9DUFbxkvOHIFz9gsM,The Oak TreeMorris Day,Morris Day,The Oak Tree,Color Of Success,false,1985-09-28,84,12
3FDAd5vW4P7xe1GBNOLyfD,The One That You LoveAir Supply,Air Supply,The One That You Love,The One That You Love,false,1981-05-16,59,19
0Q2y7Amx3vHz5Jqa7TFEYE,The Other Side Of MeHannah Montana,Hannah Montana,The Other Side Of Me,Hannah Montana,false,2006-11-11,84,1
5FljCWR0cys07PQ9277GTz,The Other SideJason Derulo,Jason Derulo,The Other Side,Talk Dirty,false,2013-05-04,75,21
5uFVKspbTKxjIbkd6dR9Oj,The Payback - Part IJames Brown,James Brown,The Payback - Part I,The Singles: Vol. 9 1973-1975,false,1974-03-23,81,13
5kK1Iru9ogP3Iy1zsANU1n,The Power Of LoveCeline Dion,Celine Dion,The Power Of Love,The Colour Of My Love,false,1993-11-27,90,33
6NwV7axZUpQkiM0fNQSO8U,The Puppet SongFrankie Avalon,Frankie Avalon,The Puppet Song,Collection 1954-62,false,1960-12-10,86,7
0WkZQPNC0c7yrsMX1arVAd,The Purple People EaterSheb Wooley,Sheb Wooley,The Purple People Eater,The Purple People Eater,false,1958-08-02,24,4
3wGXyJGsCf1myH5MooQIqE,The RaceTay-K,Tay-K,The Race,"#SantanaWorld (+)",true,2017-08-26,70,19
1gyee1JuFFiP476LQpRMYU,The RedChevelle,Chevelle,The Red,Wonder What's Next (Expanded Edition),false,2002-11-30,77,20
4tK4ARuilOrBzwVQK73E0Y,The Remedy (I Won't Worry)Jason Mraz,Jason Mraz,The Remedy (I Won't Worry),Waiting for My Rocket to Come,false,2003-05-03,70,28
04c7gHwmtsa37ejt5o3Kdp,The Right StuffVanessa Williams,Vanessa Williams,The Right Stuff,Greatest Hits,false,1988-07-23,82,10
1uF7W4ZcO3lY0AKjfTqGdj,The Same OneBrook Benton,Brook Benton,The Same One,Greatest Hits: The Mercury Years,false,1960-08-20,61,12
68iMdxXn1timrxURm9dR8C,The ScientistGlee Cast,Glee Cast,The Scientist,Glee: The Musi,false,2012-10-20,91,1
1M3xrSPzPcKkCnXGHFPKaw,The Search Is OverSurvivor,Survivor,The Search Is Over,Vital Signs,false,1985-04-20,70,21
6yh8yf1jpPrTMA5cezYpbi,The Second Time AroundShalamar,Shalamar,The Second Time Around,Big Fun,false,1979-12-08,96,23
77L13Hpqe4bBcWL1BHJxSr,The Shadow Of Your SmileBoots Randolph,Boots Randolph,The Shadow Of Your Smile,Boots Randolph's Greatest Hits,false,1966-12-24,94,3
4YVn5jM7iJqjQLu1gRhP2W,When You Need My LoveDarryl Worley,Darryl Worley,When You Need My Love,Have You Forgotten?,false,2000-06-10,98,15
4SByRm49LWQlobusVS7dcZ,When You Walk In The RoomPaul Carrack,Paul Carrack,When You Walk In The Room,One Good Reason,false,1988-06-18,92,3
6LVQN95MVvXSvDL5cgcHsJ,Where Am I Going?Barbra Streisand,Barbra Streisand,Where Am I Going?,Color Me Barbra,false,1966-02-19,94,2
6FPbUSIzGAdl3CkQgcUpcU,Where Are You GoingJerry Butler,Jerry Butler,Where Are You Going,Iceman: The Mercury Years,false,1970-08-22,95,1
4ywxVBCTgQT5oVZlS1q3WP,Where Are YouFrankie Avalon,Frankie Avalon,Where Are You,Collection 1954-62,false,1960-06-11,89,12
4HA41wjEvy4LUrKekOMGk8,Where Did All The Good Times GoDennis Yost And The Classics IV,Dennis Yost And The Classics IV,Where Did All The Good Times Go,The Best Of Dennis Yost And The Classics IV,false,1970-10-24,98,8
5ElFQhsIMNNfCL24SXU53S,Where Do You GoCher,Cher,Where Do You Go,The Sonny Side Of Chér,false,1965-10-16,83,7
3eSwvMfSA0Fyku6Ak5JEw0,Where Were You (When The World Stopped Turning)Alan Jackson,Alan Jackson,Where Were You (When The World Stopped Turning),34 Number Ones,false,2001-11-24,62,20
6jNSLzZleQ0iprO0seAwun,White On WhiteDanny Williams,Danny Williams,White On White,Lost Hits Of The 60's (All Original Artists & Versions),false,1964-03-07,81,14
2CHBo5ozruzhxgaRHdyupI,Who Am IPetula Clark,Petula Clark,Who Am I,The Ultimate Petula Clark,false,1966-10-22,70,7
54yk4QQVx9u3PB2qJWTuHA,Who Do You Think You're Foolin'Donna Summer,Donna Summer,Who Do You Think You're Foolin',The Wanderer,false,1981-02-21,84,11
5IK2FtuC0qmHHam9sWFxUI,Who's Crying NowJourney,Journey,Who's Crying Now,Escape,false,1981-07-18,70,21
06PjPPrL9gUOKWTSiL3LBD,Whole Lot Of Shakin' In My Heart (Since I Met You)The Miracles,The Miracles,Whole Lot Of Shakin' In My Heart (Since I Met You),Away We Go-Go,false,1966-06-18,83,8
6pS2nLsZBUOrMaFMPvFVwM,Whole Lotta LovingFats Domino,Fats Domino,Whole Lotta Loving,Fats Domino Swings,false,1958-11-15,81,15
4V3KUwlCYLJXDhpWLIfYVp,Why (Am I Treated So Bad)The Sweet Inspirations,The Sweet Inspirations,Why (Am I Treated So Bad),The Sweet Inspirations,false,1967-06-03,82,5
1w1D8I6pEIzHWgOUzppKCR,Why Can't This Night Go On ForeverJourney,Journey,Why Can't This Night Go On Forever,Raised On Radio,false,1987-04-25,83,12
722E6CPY8biq4sUnf40u6Y,Why Can't We Live TogetherTimmy Thomas,Timmy Thomas,Why Can't We Live Together,Why Can't We Live Together,false,1972-11-25,94,15
7vLKqWj7Xh7c9pZkNZNbQm,Why Do Lovers (Break Each Other's Heart?)Daryl Hall John Oates,Daryl Hall John Oates,Why Do Lovers (Break Each Other's Heart?),Beauty On a Back Street,false,1977-10-22,85,6
0fPBKo78nKsbIla2ExeefC,Why I Love YouB2K,B2K,Why I Love You,B2K,false,2002-11-02,73,4
5880eYQmXx3c3oD22IljIt,Why We ThugsIce Cube,Ice Cube,Why We Thugs,Laugh No,true,2006-06-24,92,2
6VwBbL8CzPiC4QV66ay7oR,Wicked GamesThe Weeknd,The Weeknd,Wicked Games,Trilogy,true,2012-11-17,96,20
4Ainx6BECl4tc4py2iv93e,Wiggle It2 In A Room,2 In A Room,Wiggle It,Wiggle It,false,1990-10-06,95,22
2ZyuwVvV6Z3XJaXIFbspeE,Wild ThingsAlessia Cara,Alessia Cara,Wild Things,Know-It-All (Deluxe),false,2016-03-12,91,20
59xpdlaIK1l5hiYP1KsBxK,Will 2KWill Smith Featuring K-Ci,Will Smith Featuring K-Ci,Will 2K,Willennium,false,1999-10-30,60,13
4VGlBK62umuMrrN7hv9Ins,Wired For SoundCliff Richard,Cliff Richard,Wired For Sound,Wired For Sound,false,1981-10-10,83,4
0rmru6jDyE4wv6O3To6piP,Wish You Didn't Have To GoJames & Bobby Purify,James & Bobby Purify,Wish You Didn't Have To Go,Shake A Tail Feather! The Best Of James And Bobby Purify,false,1967-01-28,68,6
0tISnxqgVmxqhVghsTi2Rr,With ThemYoung Thug,Young Thug,With Them,Slime Season 3,true,2016-04-16,87,1
2teBuhBKQaT63Bn6J4dpuu,With YouSomethin' For The People,Somethin' For The People,With You,Somethin' For The People,false,1996-08-24,98,2
1l69V1gBVRN02Hgt7a7sqt,With YouTony Terry,Tony Terry,With You,Tony Terry,false,1991-06-29,84,23
0cUqL3CuQR2QsXKlzmCJVe,Without You In My LifeTyrone Davis,Tyrone Davis,Without You In My Life,20 Greatest Hits,false,1973-04-21,90,9
6zC0mpGYwbNTpk9SKwh08f,Wonderful TonightEric Clapton,Eric Clapton,Wonderful Tonight,Slowhand 35th Anniversary (Super Deluxe),false,1978-05-13,82,17
2DHmwT9LhjRLTyZkluPXyL,WonderlandBig Country,Big Country,Wonderland,The Crossing,false,1984-06-02,87,2
0Y0xhQMCXq4x4f8J3FU78C,WoodstockThe Assembled Multitude,The Assembled Multitude,Woodstock,The Assembled Multitude,false,1970-10-03,89,4
2bryPxmm98dhBU73ut3lw3,WoofSnoop Dogg Featuring Mystikal And Fiend,Snoop Dogg Featuring Mystikal And Fiend,Woof,Da Game Is To Be Sol,true,1999-01-30,93,12
3bvVm2LbaW5OHN4llakfmY,WoohooChristina Aguilera Featuring Nicki Minaj,Christina Aguilera Featuring Nicki Minaj,Woohoo,Bionic (Deluxe Version),true,2010-06-05,99,2
07PIhdmyYIw8dMeDMsx9FU,WordsBee Gees,Bee Gees,Words,Horizontal (Deluxe Version),false,1968-01-20,79,11
1CSdY0W7Ezx2loItcUFskp,Work In ProgressAlan Jackson,Alan Jackson,Work In Progress,Drive,false,2002-08-24,76,19
3dFn762F5JW8Wr2DpWDMIv,Working Class ManJimmy Barnes,Jimmy Barnes,Working Class Man,In The Heat Of The Night,false,1986-03-22,94,8
6aInKHoFNCD7DPWUhFRfUE,World Where You LiveCrowded House,Crowded House,World Where You Live,Crowded House,false,1987-08-08,96,8
5stZnlPMYz3Ba8Hbo3ajlP,XXzibit,Xzibit,X,Restless,true,2000-12-30,80,10
43lL05gZ1DqG4YJ74rCPmM,YeahJoe Nichols,Joe Nichols,Yeah,Crickets,false,2014-05-10,98,20
6oV96Q5ejobnSXzl59kEOu,Wake Up SusanThe Spinners,The Spinners,Wake Up Susan,Happiness Is Being With Spinners,false,1976-07-17,83,5
5ipVuHZ3mQ8MfcejT5GWTr,Walk SlowLittle Willie John,Little Willie John,Walk Slow,28 Big Ones,false,1960-11-26,81,8
5fgkjhICZnqFctrV0AyuQD,Walking In MemphisMarc Cohn,Marc Cohn,Walking In Memphis,Marc Cohn,false,1991-03-30,87,23
0VokHXtSNOpnlMWDMT9kPD,Walking In My ShoesDepeche Mode,Depeche Mode,Walking In My Shoes,Songs Of Faith And Devotion (2006 Remastered Edition),false,1993-06-05,84,8
2VB382mOjbdsd3XDVuVmBz,Walking Through WallsThe Escape Club,The Escape Club,Walking Through Walls,Wild. Wild West,false,1989-03-25,95,6
3W4JFzOQdo5J2Wgt9DFg24,Warm It UpLogic Featuring Young Sinatra,Logic Featuring Young Sinatra,Warm It Up,Bobby Tarantino II,true,2018-03-24,98,1
5qgAvjSTbjkTfICvUMH9WS,Watch MeBella Thorne & Zendaya,Bella Thorne & Zendaya,Watch Me,Watch Me (featuring Bella Thorne and Zendaya),false,2011-07-09,95,3
1uhm03Mco8BvXcucnLRtGA,Watch Your StepBobby Parker,Bobby Parker,Watch Your Step,Watch Your Step,false,1961-06-10,92,6
1Z5lpEkOOO1ggtEAP6Sg20,We Can Make MusicTommy Roe,Tommy Roe,We Can Make Music,Greatest Hits - The Original ABC Hit Recordings,false,1970-09-12,76,6
2wLDsBiUgoOXJoxtCDm39a,We CouldAl Martino,Al Martino,We Could,Capitol Collectors Series,false,1964-11-07,83,6
07BMRko1MR0kQ845bfPYvZ,We Got A DreamOcean,Ocean,We Got A Dream,Put Your Hand in the Hand,false,1971-08-07,94,5
5kz9GDBTX846OXwqWoyKzF,We Got The BeatGo-Go's,Go-Go's,We Got The Beat,Beauty And The Beat,false,1982-01-30,79,19
2yxpMD9Fopz8FZEDSHRYy8,We Might Be Dead By TomorrowSoko,Soko,We Might Be Dead By Tomorrow,I Thought I Was An Alien,false,2014-03-29,9,1
7nvmiDtfh9gwYFh9Kzn7sc,We Owned The NightLady Antebellum,Lady Antebellum,We Owned The Night,Own The Night,false,2011-09-03,47,20
47XQlTBjIokkPJc34bcEb4,We Were Meant To Be LoversPhotoglo,Photoglo,We Were Meant To Be Lovers,カフェ・ドライブ・スタンダード 2・・・AOR・ドライブ・ミュージック決定盤,false,1980-03-29,97,14
6bEZFHtdXyFvugCSv6AMRD,We'll Cry TogetherMaxine Brown,Maxine Brown,We'll Cry Together,She's Got Everything,false,1969-09-27,96,8
3JC3FvqS04Mi0DK8gWmQZp,Weekend LoverOdyssey,Odyssey,Weekend Lover,Odyssey (Expanded Edition),false,1978-05-06,89,7
5mqzhMuUpvnMfwNz6iepmO,"Welcome To The PartyDiplo, French Montana & Lil Pump Featuring Zhavia Ward","Diplo, French Montana & Lil Pump Featuring Zhavia Ward",Welcome To The Party,Welcome to the Party (with French Montana & Lil Pum,true,2018-06-02,84,4
3yZg0v3kvETz1RsEy2dQGO,WeShawn Phillips,Shawn Phillips,We,The Best Of Shawn Phillips - The A&M Years,false,1973-01-13,97,3
2sLRK19GToC140pye1yrIm,West Coast Summer NightsTony Carey,Tony Carey,West Coast Summer Nights,A Lonely Life: The Anthology,false,1983-07-02,91,9
3Zjm2UsyCC4tIdEVrbVHBc,Wet My WhistleMidnight Star,Midnight Star,Wet My Whistle,Greatest Hits,false,1983-11-26,90,11
6u8phyrH4qbybaIyxtJ9RS,What Do Ya Think About ThatMontgomery Gentry,Montgomery Gentry,What Do Ya Think About That,Some People Change,false,2007-10-20,99,20
6WLe7a3YFhYYLn9elhytsJ,What Do You Say To ThatGeorge Strait,George Strait,What Do You Say To That,Always Never The Same,false,1999-09-04,82,16
5P6qLX092RS6LyKX0Z2xLY,What Do You Want With MeChad & Jeremy,Chad & Jeremy,What Do You Want With Me,Before and After,false,1965-04-10,97,8
2dOb3DaZRbiGfruiDODvdd,What Goes Around Comes AroundGiggles,Giggles,What Goes Around Comes Around,He Loves Me...He Loves Me Not,false,1992-01-25,96,20
1mhVXWduD8ReDwusfaHNwU,Tell Your FriendsThe Weeknd,The Weeknd,Tell Your Friends,Beauty Behind The Madness,true,2015-09-19,54,3
5On3jW8UBfuYJtdqyY9hNQ,Sit Yourself DownStephen Stills,Stephen Stills,Sit Yourself Down,Stephen Stills,false,1971-03-13,55,6
75lcPkAkUsKWHGBlGM476R,1400 / 999 FreestyleTrippie Redd Featuring Juice WRLD,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,A Love Letter To You 3,true,2018-11-24,55,3
4zzYDuf3fejT28Fj4N3LEM,The All American BoyBill Parsons,Bill Parsons,The All American Boy,Ace's Golden Age of American Hits Vol 1,false,1958-12-20,56,16
2aIXrAbyO9HvrlWGWfpfKa,Santa Claus Is Coming To TownThe 4 Seasons,The 4 Seasons,Santa Claus Is Coming To Town,The Four Seasons' Christmas Album,false,1962-12-15,56,3
7Bs3eQv2Z0ZQaAWaBK9N1X,PyramidCharice Featuring Iyaz,Charice Featuring Iyaz,Pyramid,Charice,false,2010-05-29,56,2
3WjvOjzfkbaoAqshjIAtsp,Can't Help Falling In LoveElvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,Can't Help Falling In Love,Dinner with My Darling,false,1961-12-02,57,15
6khoye7kysa6cLGY0AO9dO,A Different CornerGeorge Michael,George Michael,A Different Corner,Ladies And Gentlemen... The Best Of George Michael,false,1986-04-26,57,16
254s8fL5BZlUyvY6zAFMPn,Say... If You Feel AlrightCrystal Waters,Crystal Waters,Say... If You Feel Alright,The Best Of Crystal Waters,false,1997-02-22,57,15
2cZuNzaAGNFozlZTxSDU1g,DangerousBusta Rhymes,Busta Rhymes,Dangerous,When Disaster Strikes,true,1998-01-10,57,19
5X2Cy5IYsiYvk8etuE5UqQ,Ready For WhateverT.I.,T.I.,Ready For Whatever,Paper Trail,true,2008-10-11,57,1
1pzJboOZaDNwshBnOlNh3a,1+1Beyonce,Beyonce,1+1,4,false,2011-06-11,57,2
6Hgh47WXVKtXN5zGOu0hjI,"OTWKhalid, Ty Dolla $ign & 6LACK","Khalid, Ty Dolla $ign & 6LACK",OTW,OTW,true,2018-05-05,99,18
43eBgYRTmu5BJnCJDBU5Hb,RioDuran Duran,Duran Duran,Rio,Rio (Collector's Edition),false,1983-04-02,58,13
22wxe2Yc9JzihICXYLGAQ7,Big ShotBilly Joel,Billy Joel,Big Shot,52nd Street,false,1979-02-10,67,11
0COqiPhxzoWICwFCS4eZcp,Bring Me To LifeEvanescence Featuring Paul McCoy,Evanescence Featuring Paul McCoy,Bring Me To Life,Fallen,false,2003-03-15,64,32
1F1XjwRzMh8KT2BvH6ISkG,Rainy DayzMary J. Blige Featuring Ja Rule,Mary J. Blige Featuring Ja Rule,Rainy Dayz,No More Drama,false,2002-03-30,62,20
0Uc706myy6Th7I6KQ9xA1x,So WhatField Mob Featuring Ciara,Field Mob Featuring Ciara,So What,Light Poles And Pine Trees,true,2006-04-22,88,21
0ROtxObpdDA25o5DriPSOk,Der KommissarAfter The Fire,After The Fire,Der Kommissar,Radio Hits Of the '80s,false,1983-02-12,75,21
34D6mvDTAPypm92EPs8Rxa,ReminiscingLittle River Band,Little River Band,Reminiscing,Sleeper Catcher (Remastered),false,1978-07-29,81,20
3QNalg8Q83fCmaz5efca2t,RunawayJefferson Starship,Jefferson Starship,Runaway,Earth,false,1978-05-27,79,16
